"","Lfd. Nr.","Konzentrationslager und Außenkommandos","Konzentrationslager und Außenkommandos","Hauptlager der Außenkommandos"
"1635","944","Mistelbach a. d. Zaya/Niederösterreich","Mistelbach a. d. Zaya/Niederösterreich","Mauthausen"
"1636","945","Mittelbau, siehe Dora-Mittelbau","Mittelbau, siehe Dora-Mittelbau",""
"1637","946","Mittelsteine, Kreis Glatz/Niederschlesien,","Mittelsteine, Kreis Glatz/Niederschlesien,","Groß Rosen"
"1638","","","23.8.1944 bis 30.4.1945",""
"1639","947","Mittergars, Kreis Wasserburg, Kdo. v. Mühldorf,","Mittergars, Kreis Wasserburg, Kdo. v. Mühldorf,","Dachau"
"1640","","","1.10.1944 bis 30.4.1945",""
"1641","948","Mittersill, siehe Schloß-Mittersill","Mittersill, siehe Schloß-Mittersill",""
"1642","949","Mittweida/Sachsen,","Mittweida/Sachsen,","Flossenbürg"
"1643","","","ab 9.10.1944",""
"1644","950","Mockethal-Zatzschke bei Pirna/Sachsen,","Mockethal-Zatzschke bei Pirna/Sachsen,","Flossenbürg"
"1645","","","10.1.1945 bis 8.5.1945",""
"1646","951","Mödling, siehe Wien-Hinterbrühl-Seegrotte","Mödling, siehe Wien-Hinterbrühl-Seegrotte",""
"1647","952","Moerdijk/Holland,","Moerdijk/Holland,","Herzogenbusch"
"1648","","","ab 26.3.1943",""
"1649","953","Mölln, Kreis Lauenburg,","Mölln, Kreis Lauenburg,","Neuengamme"
"1650","","","1.12.1944 bis 30.4.1945",""
"1651","954","Monowitz = Monowice (Auschwitz III), Kreis Biala bei Krakau,","Monowitz = Monowice (Auschwitz III), Kreis Biala bei Krakau,","Auschwitz"
"1652","","","31.5.1942 bis 27.1.1945",""
"1653","955","Moosbach, siehe Kottern","Moosbach, siehe Kottern",""
"1654","956","Morchenstern/Sudetenland,","Morchenstern/Sudetenland,","Groß Rosen"
"1655","","","bis 15.3.1945",""
"1656","957","Moringen-Solling,","Moringen-Solling,",""
"1657","","","10.4.1933 bis 29.11.1933 (Männer)",""
"1658","","","7.6.1933 bis 21.3.1938 (Frauen)",""
"1659","958","Moringen, siehe Jugendschutzlager","Moringen, siehe Jugendschutzlager",""
"1660","959","Moschendorf, siehe Hof-Moschendorf","Moschendorf, siehe Hof-Moschendorf",""
"1661","960","Most, siehe Brüx","Most, siehe Brüx",""
"1662","961","Motischin = Motycin/Tschech.,","Motischin = Motycin/Tschech.,","Theresienstadt"
"1663","","","1.3.1942 bis 1.10.1942",""
"1664","962","Muck, siehe Uffing-Muck","Muck, siehe Uffing-Muck",""
"1665","963","Müggenhahl/Pommern, Firma Dirksen,","Müggenhahl/Pommern, Firma Dirksen,","Stutthof"
"1666","","","21.10.1939 bis 19.8.1940",""
"1667","964","Müggelheim, siehe Sachsenhausen, (SS-Baubrigade II)","Müggelheim, siehe Sachsenhausen, (SS-Baubrigade II)",""
"1668","965","Mühldorf, Kreis Mühldorf,","Mühldorf, Kreis Mühldorf,","Dachau"
"1669","","","24.7.1944 bis 2.5.1945",""
"1670","966","Mühlhausen/Elsaß","Mühlhausen/Elsaß","Natzweiler"
"1671","967","Mühlhausen, Kreis Mühlhausen i. Th.,","Mühlhausen, Kreis Mühlhausen i. Th.,","Buchenwald"
"1672","","","bis 4.4.1945",""
"1673","968","Mülsen St. Micheln, Kreis Glauchau,","Mülsen St. Micheln, Kreis Glauchau,","Flossenbürg"
"1674","","","27.1.1944 bis 15.4.1945",""
"1675","969","München-Allach, Krankenlager","München-Allach, Krankenlager","Dachau"
"1676","970","München-Allach, OT-Bau","München-Allach, OT-Bau","Dachau"
"1677","971","München-Allach, Porzellan-Manufaktur,","München-Allach, Porzellan-Manufaktur,","Dachau"
"1678","","","ab 2.6.1941",""
"1679","972","München-Allach, BMW,","München-Allach, BMW,","Dachau"
"1680","","","ab 22.2.1943",""
"1681","973","München, Bartolith-Werke,","München, Bartolith-Werke,","Dachau"
"1682","","","12.11.1942 bis 18.12.1942",""
"1683","974","München, Bergmannschule,","München, Bergmannschule,","Dachau"
"1684","","","ab 22.1.1945",""
"1685","975","München, Bombensuchkommando","München, Bombensuchkommando","Dachau"
"1686","976","München, Chemische Werke","München, Chemische Werke","Dachau"
"1687","977","München, Ehrengut,","München, Ehrengut,","Dachau"
"1688","","","7.4.1942 bis 11.9.1942",""
"1689","978","München-Freimann, Dykerhoff & Widmann,","München-Freimann, Dykerhoff & Widmann,","Dachau"
"1690","","","19.9.1942 bis 10.12.1942",""
"1691","979","München-Freimann, Ausbesserungswerk","München-Freimann, Ausbesserungswerk","Dachau"
"1692","980","München-Freimann, SS-Standortverwaltung,","München-Freimann, SS-Standortverwaltung,","Dachau"
"1693","","","ab 10.11.1941",""
"1694","981","München, Gartenbaubetrieb Nützl,","München, Gartenbaubetrieb Nützl,","Dachau"
"1695","","","ab 1.9.1943",""
"1696","982","München, Gestapo","München, Gestapo","Dachau"
"1697","983","München-Giesing, Kamerawerk","München-Giesing, Kamerawerk","Dachau"
"1698","984","München, Höchlstraße","München, Höchlstraße","Dachau"
"1699","985","München, Katastropheneinsatz","München, Katastropheneinsatz","Dachau"
"1700","986","München, Königinstraße","München, Königinstraße","Dachau"
"1701","987","München, Lebensborn,","München, Lebensborn,","Dachau"
"1702","","","ab 15.6.1942",""
"1703","988","München, Leopoldstraße","München, Leopoldstraße","Dachau"
"1704","989","München, Loden-Frey,","München, Loden-Frey,","Dachau"
"1705","","","ab 13.6.1944",""
"1706","990","München, Mannschaftshäuser,","München, Mannschaftshäuser,","Dachau"
"1707","","","5.11.1942 bis 18.11.1942",""
"1708","991","München, Oberbürgermeister","München, Oberbürgermeister","Dachau"
"1709","992","München-Oberföhring, Bauleitung der Waffen-SS","München-Oberföhring, Bauleitung der Waffen-SS","Dachau"
"1710","993","München, Parteikanzlei,","München, Parteikanzlei,","Dachau"
"1711","","","bis 22.4.1945",""
"1712","994","München, Reichsbahn","München, Reichsbahn","Dachau"
"1713","995","München, Reichsführer SS","München, Reichsführer SS","Dachau"
"1714","996","München, Reichsführer, SS-Adjutantur","München, Reichsführer, SS-Adjutantur","Dachau"
"1715","997","München, Reichsführer, SS-Hauptkasse,","München, Reichsführer, SS-Hauptkasse,","Dachau"
"1716","","","bis 3.3.1945",""
"1717","998","München, Reichskriminalpolizeiamt","München, Reichskriminalpolizeiamt","Dachau"
"1718","999","München-Riem, OT","München-Riem, OT","Dachau"
"1719","1000","München-Riem, SS-Reit- und Fahrschule","München-Riem, SS-Reit- und Fahrschule","Dachau"
"1720","1001","München, Schuhhaus Meier","München, Schuhhaus Meier","Dachau"
"1721","1002","München-Schwabing, Schwester Pia,","München-Schwabing, Schwester Pia,","Dachau"
"1722","","","19.1.1937 bis 18.12.1942",""
"1723","1003","München-Sendling,","München-Sendling,","Dachau"
"1724","","","16.3.1942 bis 1.12.1942",""
"1725","1004","München, Sprengkommando","München, Sprengkommando","Dachau"
"1726","1005","München, SS-Oberabschnitt Süd, Möhlstraße","München, SS-Oberabschnitt Süd, Möhlstraße","Dachau"
"1727","1006","München, SS-Standortkommandantur, Bunkerbau","München, SS-Standortkommandantur, Bunkerbau","Dachau"
"1728","1007","München, SS-Standortkommandantur, Kabelbau","München, SS-Standortkommandantur, Kabelbau","Dachau"
"1729","1008","München, Thomae, Großschlachterei,","München, Thomae, Großschlachterei,","Dachau"
"1730","","","21.8.1942 bis 1.11.1942",""
"1731","1009","Münichholz, siehe Steyr-Münichholz","Münichholz, siehe Steyr-Münichholz",""
"1732","1010","Murru/Estland","Murru/Estland",""
"1733","1011","Mysen/Norwegen","Mysen/Norwegen",""
"1734","1012","Myslowitz = Myslowice, siehe Fürstengrube","Myslowitz = Myslowice, siehe Fürstengrube",""
"1735","","","",""
"1736","","N","N",""
"1737","1013","Nachhammer/Schlesien","Nachhammer/Schlesien","Auschwitz"
"1738","1014","Nagelstal = Naguszewo, Kdo. v. Thorn OT,","Nagelstal = Naguszewo, Kdo. v. Thorn OT,","Stutthof"
"1739","","","bis 30.11.1944",""
"1740","1015","Namslau/Niederschlesien","Namslau/Niederschlesien","Groß Rosen"
"1741","1016","Narwa = Narva/Estland","Narwa = Narva/Estland","Vaivara"
"1742","","","15.9.1943 bis 29.2.1944",""
"1743","1016a","Narwa-Hungerburg = Narva-Joesuu/Estland,","Narwa-Hungerburg = Narva-Joesuu/Estland,","Vaivara"
"1744","","","1.10.1943 bis 31.12.1943",""
"1745","1017","Natzweiler,","Natzweiler,",""
"1746","","","1.5.1941 bis 30.9.1944",""
"1747","1018","Nawitz, Kreis Lauenburg/Pommern,","Nawitz, Kreis Lauenburg/Pommern,","Stutthof"
"1748","","","bis 9.3.1945",""
"1749","1019","Neckarbischofsheim, Kreis Sinsheim, Kdo. v. Neckarelz I und II,","Neckarbischofsheim, Kreis Sinsheim, Kdo. v. Neckarelz I und II,","Natzweiler"
"1750","","","1.9.1944 bis 31.3.1945",""
"1751","1020","Neckarelz I und II, Kreis Mosbach,","Neckarelz I und II, Kreis Mosbach,","Natzweiler"
"1752","","","21.3.1944 bis 30.3.1945",""
"1753","1021","Neckargartach-Heilbronn","Neckargartach-Heilbronn","Natzweiler"
"1754","1022","Neckargerach, Kreis Mosbach, Kdo. v. Neckarelz I und II,","Neckargerach, Kreis Mosbach, Kdo. v. Neckarelz I und II,","Natzweiler"
"1755","","","bis 31.3.1945",""
"1756","1023","Neckarzimmern, siehe Neckarelz I und II","Neckarzimmern, siehe Neckarelz I und II",""
"1757","1024","Neesen, Kreis Minden, nur Arbeitseinsatzstelle v. Porta Westfalica","Neesen, Kreis Minden, nur Arbeitseinsatzstelle v. Porta Westfalica",""
"1758","1025","Neisse (a. d. Glatzer Neisse)/Oberschlesien,","Neisse (a. d. Glatzer Neisse)/Oberschlesien,","Groß Rosen"
"1759","","","ab 1.1.1944",""
"1760","1026","Netzkater, Kreis Grafschaft Hohenstein/Harz, Kdo. v. Harzungen","Netzkater, Kreis Grafschaft Hohenstein/Harz, Kdo. v. Harzungen","Dora-Mittelbau"
"1761","1027","Neuaubing, siehe Germering","Neuaubing, siehe Germering",""
"1762","1028","Neubrandenburg bei Neustrelitz,","Neubrandenburg bei Neustrelitz,","Ravensbrück"
"1763","","","1.3.1943 bis 29.4.1945",""
"1764","1029","Neubrücke, Gemeinde Hoppstädten-Weiersbach, Kreis Kreuznach,","Neubrücke, Gemeinde Hoppstädten-Weiersbach, Kreis Kreuznach,","Hinzert/Buchenwald"
"1765","","","bis 18.3.1945",""
"1766","1030","Neuburg/Donau","Neuburg/Donau","Dachau"
"1767","1031","Neudachs = Jaworzno/Schlesien,","Neudachs = Jaworzno/Schlesien,","Auschwitz"
"1768","","","15.6.1943 bis 19.1.1945",""
"1769","1032","Neudamm","Neudamm","Sachsenhausen"
"1770","1033","Neudorf, siehe Wiener-Neudorf","Neudorf, siehe Wiener-Neudorf",""
"1771","1034","Neuengamme,","Neuengamme,","bis 3.6.1940 Sachsenhausen"
"1772","","","1.9.1938 bis 5.5.1945 mit",""
"1773","","","SS-Baubrigade I, ab 12.3.1943,",""
"1774","","","SS-Baubrigade II, ab 1.9.1942 und",""
"1775","","","SS-Eisenbahn-Baubrigade 11, ab 15.2.1945",""
"1776","1035","Neuenland, siehe Bremen-Neuenland","Neuenland, siehe Bremen-Neuenland",""
"1777","1036","Neufahrn/Bayern","Neufahrn/Bayern","Dachau"
"1778","1037","Neufahrwasser, siehe Danzig-Neufahrwasser","Neufahrwasser, siehe Danzig-Neufahrwasser",""
"1779","1038","Neugraben, siehe Hamburg-Neugraben","Neugraben, siehe Hamburg-Neugraben",""
"1780","1039","Neuhammer/Niederschlesien,","Neuhammer/Niederschlesien,","Groß Rosen"
"1781","","","bis 1.3.1945",""
"1782","1040","Neukölln, siehe Berlin-Neukölln","Neukölln, siehe Berlin-Neukölln",""
"1783","1041","Neumark, siehe Berlstedt","Neumark, siehe Berlstedt",""
"1784","1042","Neunkirchen, Kreis Mosbach,","Neunkirchen, Kreis Mosbach,","Natzweiler"
"1785","","","ab 1.11.1944",""
"1786","1043","Neu Rohlau = Nova Role bei Karlsbad/Tschech.,","Neu Rohlau = Nova Role bei Karlsbad/Tschech.,","Ravensbrück, ab 1.9.1944 Flossenbürg"
"1787","","","7.12.1942 bis 18.4.1945",""
"1788","1044","Neusalz/Oder, Kreis Freystadt/Niederschlesien,","Neusalz/Oder, Kreis Freystadt/Niederschlesien,","Groß Rosen"
"1789","","","1.7.1944 bis 28.2.1945",""
"1790","1045","Neustadt, siehe Wiener Neustadt","Neustadt, siehe Wiener Neustadt",""
"1791","1046","Neustadt/Coburg,","Neustadt/Coburg,","Buchenwald"
"1792","","","7.9.1944 bis 6.4.1945",""
"1793","1047","Neustadt-Glewe/Mecklenburg,","Neustadt-Glewe/Mecklenburg,","Ravensbrück"
"1794","","","1.9.1944 bis 2.5.1945",""
"1795","1048","Neustadt, Kreis Neustadt/Oberschlesien,","Neustadt, Kreis Neustadt/Oberschlesien,","Auschwitz"
"1796","","","26.9.1944 bis 19.1.1945",""
"1797","1049","Neustadt in Holstein/Schleswig-Holstein","Neustadt in Holstein/Schleswig-Holstein","Neuengamme"
"1798","1050","Neustassfurt, siehe Stassfurt","Neustassfurt, siehe Stassfurt",""
"1799","1051","Neustift, siehe Innsbruck II","Neustift, siehe Innsbruck II",""
"1800","1052","Neustrelitz-Fürstensee,","Neustrelitz-Fürstensee,","Ravensbrück"
"1801","","","bis 30.4.1945",""
"1802","1053","Neusustrum, mit Unterkommandos Arenberg, Dörpen, Lathen, Lindloh, Lingen, Meppen und Werlte (siehe alle dort),","Neusustrum, mit Unterkommandos Arenberg, Dörpen, Lathen, Lindloh, Lingen, Meppen und Werlte (siehe alle dort),",""
"1803","","","ab 1.2.1933",""
"1804","1054","Neu-Ulm,","Neu-Ulm,","Dachau"
"1805","","","ab 5.7.1943",""
"1806","1054a","Nickelswalde/Reichsgau Danzig-Westpreußen","Nickelswalde/Reichsgau Danzig-Westpreußen","Stutthof"
"1807","1055","Niederfuhr = Niskie Brodno/Westpreußen,","Niederfuhr = Niskie Brodno/Westpreußen,","Stutthof"
"1808","","","bis 31.1.1945",""
"1809","1056","Niedergebra, Kreis Grafschaft Hohenstein, Kdo. v. Kleinbodungen","Niedergebra, Kreis Grafschaft Hohenstein, Kdo. v. Kleinbodungen","Dora-Mittelbau"
"1810","1057","Niederhagen in Wewelsburg/Westfalen, Kreis Büren,","Niederhagen in Wewelsburg/Westfalen, Kreis Büren,","bis 31.8.1941 Sachsenhausen, 1.9.1941 bis 30.4.1943 Wewelsburg, ab 1.5.1943 Buchenwald"
"1811","","","ab 1.1.1940",""
"1812","1058","Niederkampen, siehe Zeyersniederkampen","Niederkampen, siehe Zeyersniederkampen",""
"1813","1059","Niederoderwitz/Sachsen","Niederoderwitz/Sachsen","Groß Rosen"
"1814","1060","Niederorschel, Kreis Worbis/Provinz Sachsen,","Niederorschel, Kreis Worbis/Provinz Sachsen,","Buchenwald"
"1815","","","bis 1.4.1945",""
"1816","1061","Niedersachswerfen, Mittelbau III, Kreis Grafschaft Hohenstein,","Niedersachswerfen, Mittelbau III, Kreis Grafschaft Hohenstein,","Buchenwald, ab 1.11.1944 Dora-Mittelbau"
"1817","","","bis 30.4.1945",""
"1818","1062","Niederschöneweide, siehe Berlin-Niederschöneweide","Niederschöneweide, siehe Berlin-Niederschöneweide",""
"1819","1063","Niehl, siehe Köln-Niehl","Niehl, siehe Köln-Niehl",""
"1820","1064","Niemegk/Brandenburg,","Niemegk/Brandenburg,","Sachsenhausen"
"1821","","","1.4.1944 bis 28.4.1945",""
"1822","1065","Niesky, Kreis Rothenburg/Niederschlesien,","Niesky, Kreis Rothenburg/Niederschlesien,","Groß Rosen"
"1823","","","bis 18.4.1945",""
"1824","1066","Nimptsch/Niederschlesien,","Nimptsch/Niederschlesien,","Groß Rosen"
"1825","","","8.1.1945 bis 27.1.1945",""
"1826","1067","Nis (Nisch)/Serbien,","Nis (Nisch)/Serbien,",""
"1827","","","1.9.1941 bis 15.9.1944",""
"1828","1068","Niskie Brodno, siehe Niederfuhr","Niskie Brodno, siehe Niederfuhr",""
"1829","1069","Nonnweiler, nur Arbeitseinsatzstelle von Hinzert","Nonnweiler, nur Arbeitseinsatzstelle von Hinzert",""
"1830","1070","Nordhausen/Sachsen-Anhalt","Nordhausen/Sachsen-Anhalt","Buchenwald"
"1831","1071","Nordhausen/Sachsen-Anhalt, Boelcke-Kaserne,","Nordhausen/Sachsen-Anhalt, Boelcke-Kaserne,","Dora-Mittelbau"
"1832","","","8.1.1945 bis 11.4.1945",""
"1833","1072","Nossen bei Dresden,","Nossen bei Dresden,","Flossenbürg"
"1834","","","ab 5.11.1944",""
"1835","1073","Nova Role, siehe Neu Rohlau","Nova Role, siehe Neu Rohlau",""
"1836","1074","Nürnberg,","Nürnberg,",""
"1837","","","ab 12.5.1941","Dachau, ab 16.6.1943 Flossenbürg"
"1838","1075","Nürnberg, Siemens-Schuckert-Werke,","Nürnberg, Siemens-Schuckert-Werke,","Flossenbürg"
"1839","","","18.10.1944 bis 9.3.1945",""
"1840","1076","Nürnberg, Chillingworth Werke,","Nürnberg, Chillingworth Werke,","Flossenbürg"
"1841","","","ab 5.9.1943",""
"1842","","","",""
"1843","","O","O",""
"1844","1077","Ober Altstadt = Horejsi Stare Mesto, Kreis Trautenau/Tschech.,","Ober Altstadt = Horejsi Stare Mesto, Kreis Trautenau/Tschech.,","Groß Rosen"
"1845","","","bis 8.5.1945",""
"1846","1078","Oberdorf, Gemeinde Hindelang, Kreis Kempten, siehe Bad Oberdorf","Oberdorf, Gemeinde Hindelang, Kreis Kempten, siehe Bad Oberdorf",""
"1847","1079","Oberehnheim = Obernai/Elsaß,","Oberehnheim = Obernai/Elsaß,","Natzweiler"
"1848","","","ab 15.12.1942",""
"1849","1080","Oberföhring, siehe München-Oberföhring","Oberföhring, siehe München-Oberföhring",""
"1850","1081","Ober-Hohenelbe,","Ober-Hohenelbe,",""
"1851","","","bis 8.5.1945","Groß Rosen"
"1852","1082","Oberilzmühle, siehe Passau I","Oberilzmühle, siehe Passau I",""
"1853","1083","Obernai, siehe Oberehnheim","Obernai, siehe Oberehnheim",""
"1854","1084","Oberndorf bei Hermsdorf/Thüringen,","Oberndorf bei Hermsdorf/Thüringen,","Buchenwald"
"1855","","","ab 16.11.1944",""
"1856","1085","Obernheide/Oldenburg,","Obernheide/Oldenburg,","Neuengamme"
"1857","","","bis 6.4.1945",""
"1858","1086","Obersitz = Obrzycko/Wartheland,","Obersitz = Obrzycko/Wartheland,","Stutthof"
"1859","","","ab 15.3.1942",""
"1860","1087","Oberstdorf/Birgsau, Kreis Sonthofen,","Oberstdorf/Birgsau, Kreis Sonthofen,","Dachau"
"1861","","","ab 1.8.1943",""
"1862","1088","Obertaufkirchen, siehe Thalheim","Obertaufkirchen, siehe Thalheim",""
"1863","1089","Obertraubling bei Regensburg,","Obertraubling bei Regensburg,","Flossenbürg"
"1864","","","ab 20.2.1945",""
"1865","1090","Ober Wüstegiersdorf, Kreis Waldenburg/Niederschlesien, Kdo. v. Wüstegiersdorf,","Ober Wüstegiersdorf, Kreis Waldenburg/Niederschlesien, Kdo. v. Wüstegiersdorf,","Groß Rosen"
"1866","","","15.5.1944 bis 8.5.1945",""
"1867","1091","Obrigheim, siehe Neckarelz I und II","Obrigheim, siehe Neckarelz I und II",""
"1868","1092","Obrzycko siehe Obersitz","Obrzycko siehe Obersitz",""
"1869","1093","Ochtumsand, siehe Bremen-Ochtumsand","Ochtumsand, siehe Bremen-Ochtumsand",""
"1870","1094","Oederan, Kreis Flöha/Sachsen,","Oederan, Kreis Flöha/Sachsen,","Flossenbürg"
"1871","","","12.9.1944 bis 14.4.1945",""
"1872","1095","Oertelsbruch, siehe Saalfeld","Oertelsbruch, siehe Saalfeld",""
"1873","1096","Oetztal/Österreich","Oetztal/Österreich","Dachau"
"1874","1096a","Offenburg (Männer)/Baden","Offenburg (Männer)/Baden","Natzweiler"
"1875","1097","Ohrdruf S III, Kreis Gotha/Thüringen,","Ohrdruf S III, Kreis Gotha/Thüringen,","Buchenwald"
"1876","","","6.11.1944 bis 1.4.1945",""
"1877","1098","Oldenburg,","Oldenburg,","Esterwegen"
"1878","","","ab 19.12.1942",""
"1879","1099","Oldendorf, siehe Preußisch Oldendorf","Oldendorf, siehe Preußisch Oldendorf",""
"1880","1100","Oliva, siehe Danzig-Oliva","Oliva, siehe Danzig-Oliva",""
"1881","1101","Ommen/Holland,","Ommen/Holland,",""
"1882","","","1.5.1943 bis 10.4.1945",""
"1883","1102","Oranienburg,","Oranienburg,",""
"1884","","","21.3.1933 bis 31.3.1935",""
"1885","1103","Oranienburg,","Oranienburg,","Sachsenhausen"
"1886","","","1.7.1943 bis 21.4.1945",""
"1887","1104","Orlowo, siehe Adlershorst","Orlowo, siehe Adlershorst",""
"1888","1105","Oslawan = Oslavany/Tschech.,","Oslawan = Oslavany/Tschech.,","Theresienstadt"
"1889","","","4.4.1942 bis 30.8.1943",""
"1890","1105a","Osnabrück (Männer),","Osnabrück (Männer),",""
"1891","","","3.6.1933 bis 31.8.1933",""
"1892","1106","Osterode/Harz, ""Heber"",","Osterode/Harz, ""Heber"",","Buchenwald, ab 1.11.1944 Dora-Mittelbau"
"1893","","","bis 10.4.1945",""
"1894","1107","Osterode/Harz, ""Dachs 4"", Kdo. v. Niedersachswerfen","Osterode/Harz, ""Dachs 4"", Kdo. v. Niedersachswerfen","Dora-Mittelbau"
"1895","1108","Osterort, siehe Bremen-Osterort","Osterort, siehe Bremen-Osterort",""
"1896","1109","Osthofen/Hessen,","Osthofen/Hessen,",""
"1897","","","15.4.1933 bis 24.5.1934",""
"1898","1110","Ostrov, siehe Schlackenwerth","Ostrov, siehe Schlackenwerth",""
"1899","1111","Ostrovacka Ada,","Ostrovacka Ada,",""
"1900","","","25.8.1942 bis 11.11.1942",""
"1901","1112","Oswiecim, siehe Auschwitz","Oswiecim, siehe Auschwitz",""
"1902","1113","Ottobrunn, Gemeinde Unterhaching,","Ottobrunn, Gemeinde Unterhaching,","Dachau"
"1903","","","ab 1.3.1944",""
"1904","1114","Owinska, siehe Treskau","Owinska, siehe Treskau",""
"1905","","","",""
"1906","","P","P",""
"1907","1115","Pabenschwand/Österreich,","Pabenschwand/Österreich,","Dachau"
"1908","","","ab 1.3.1943",""
"1909","1116","Palemonas/Litauen,","Palemonas/Litauen,","Kauen"
"1910","","","bis 7.7.1944",""
"1911","1117","Pancevo,","Pancevo,",""
"1912","","","22.7.1941 bis 30.9.1941",""
"1913","1118","Panenske Brezany, siehe Jungfern Breschan","Panenske Brezany, siehe Jungfern Breschan",""
"1914","1119","Papenburg, Kdo. v. Aschendorfermoor (Höveler und Dieckhaus),","Papenburg, Kdo. v. Aschendorfermoor (Höveler und Dieckhaus),","Aschendorfermoor"
"1915","","","1.1.1942 bis 21.4.1945",""
"1916","1120","Paprotnik, siehe Chelmek-Paprotnik","Paprotnik, siehe Chelmek-Paprotnik",""
"1917","1121","Paris, Bahnhof Austerlitz,","Paris, Bahnhof Austerlitz,","Drancy"
"1918","","","30.10.1943 bis 12.8.1944",""
"1919","1122","Paris, Camp du Quai de Berey","Paris, Camp du Quai de Berey","Drancy"
"1920","1123","Paris, Hotel de Cahen d'Anvers, rue Bassano,","Paris, Hotel de Cahen d'Anvers, rue Bassano,","Drancy"
