"","row","cpt","pb","pb2","man","tei1"
"379",379,"[113] Zauser.
Keinen Mucks gab sie von sich. Unter uns, ich
glaube, es war so verabredet.","Zauser. Keinen Mucks gab sie von sich. Unter uns, ich glaube, es war so verabredet.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Keinen Mucks gab sie von sich. Unter uns, ich glaube, es war so verabredet.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Keinen Mucks gab sie von sich. Unter uns, ich glaube, es war so verabredet.</p></sp>"
"380",380,"Blum.
Ist das wahr, mein Fräulein?","Blum. Ist das wahr, mein Fräulein?","<sp who=""#blum""><speaker>Blum</speaker><p>Ist das wahr, mein Fräulein?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ist das wahr, mein Fräulein?</p></sp>"
"381",381,"Wilhelmine.
Ei, ei, Zauser! hab ich denn nicht geschrieen?","Wilhelmine. Ei, ei, Zauser! hab ich denn nicht geschrieen?","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Ei, ei, Zauser! hab ich denn nicht geschrieen?</p></sp>","","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Ei, ei, Zauser! hab ich denn nicht geschrieen?</p></sp>"
"382",382,"Zauser (starrt sie mit offnem Maule an).
Ist doch wohl möglich – ja, ja, ich entsinne mich
– das gnädige Fräulein schrie so mörderlich, daß der
Herr Hauptmann sie geschwind wieder nach Hause
führte.","Zauser (starrt sie mit offnem Maule an). Ist doch wohl möglich – ja, ja, ich entsinne mich – das gnädige Fräulein schrie so mörderlich, daß der Herr Hauptmann sie geschwind wieder nach Hause führte.","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(starrt sie mit offnem Maule an).</stage><p> Ist doch wohl möglich – ja, ja, ich entsinne mich – das gnädige Fräulein schrie so mörderlich, daß der Herr Hauptmann sie geschwind wieder nach Hause führte.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(starrt sie mit offnem Maule an).</stage><p> Ist doch wohl möglich – ja, ja, ich entsinne mich – das gnädige Fräulein schrie so mörderlich, daß der Herr Hauptmann sie geschwind wieder nach Hause führte.</p></sp>"
"383",383,"Wilhelmine.
Es hat mich aber doch so angegriffen, daß ich
nothwendig ein wenig ausruhen muß, hahaha! (ab.)","Wilhelmine. Es hat mich aber doch so angegriffen, daß ich nothwendig ein wenig ausruhen muß, hahaha! (ab.)","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Es hat mich aber doch so angegriffen, daß ich nothwendig ein wenig ausruhen muß, hahaha! (ab.)</p></sp>","","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Es hat mich aber doch so angegriffen, daß ich nothwendig ein wenig ausruhen muß, hahaha! (ab.)</p></sp></div>"
"384",384,"","","","",NA
"385",385,"Sechszehnte Scene.","Sechszehnte Scene.","Sechszehnte Scene.","",NA
"386",386,"Sechszehnte Scene.","Sechszehnte Scene.","<div type=""scene""><head>Sechszehnte Scene.</head>","","<div type=""scene""><head>Sechszehnte Scene.</head>"
"387",387,"Blum. Zauser.","Blum. Zauser.","Blum. Zauser.","",NA
"388",388,"Blum. Zauser.","Blum. Zauser.","<stage>Blum. Zauser.</stage>","","<stage>Blum. Zauser.</stage>"
"389",389,"Blum.
Nun, Zauser? hast Du mein Pferd noch nicht
satteln lassen?","Blum. Nun, Zauser? hast Du mein Pferd noch nicht satteln lassen? [114] ","<sp who=""#blum""><speaker>Blum</speaker><p>Nun, Zauser? hast Du mein Pferd noch nicht satteln lassen? <pb no=""114""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Nun, Zauser? hast Du mein Pferd noch nicht satteln lassen? <pb no=""114""/> </p></sp>"
"390",390,"[114] Zauser.
Gott sey Dank, daß es so glücklich abgelaufen.","Zauser. Gott sey Dank, daß es so glücklich abgelaufen.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Gott sey Dank, daß es so glücklich abgelaufen.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Gott sey Dank, daß es so glücklich abgelaufen.</p></sp>"
"391",391,"Blum.
Du verdammter Spitzbube! verdientest Du nicht
wenigstens hundert Stockprügel?","Blum. Du verdammter Spitzbube! verdientest Du nicht wenigstens hundert Stockprügel?","<sp who=""#blum""><speaker>Blum</speaker><p>Du verdammter Spitzbube! verdientest Du nicht wenigstens hundert Stockprügel?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du verdammter Spitzbube! verdientest Du nicht wenigstens hundert Stockprügel?</p></sp>"
"392",392,"Zauser.
Ich verlange gar nichts für meine Mühe.","Zauser. Ich verlange gar nichts für meine Mühe.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Ich verlange gar nichts für meine Mühe.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Ich verlange gar nichts für meine Mühe.</p></sp>"
"393",393,"Blum.
O ich kann unmöglich Dein Schuldner bleiben.","Blum. O ich kann unmöglich Dein Schuldner bleiben.","<sp who=""#blum""><speaker>Blum</speaker><p>O ich kann unmöglich Dein Schuldner bleiben.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>O ich kann unmöglich Dein Schuldner bleiben.</p></sp>"
"394",394,"Zauser.
Nehmen Sie mirs nicht übel, gnädiger Herr, das
kommt dabei heraus, wenn man fremde Spitzbuben
besticht, und seine eignen darben läßt. Der Krips
verkauft seine Seele für einen Gulden. Mit bitterer
Wehmuth hab’ ich sehen müssen, daß Sie kein Vertrauen
auf meine Talente setzten; da ist mein Ehrgeiz
erwacht, denn die Ehre ist meine schwache Seite; da
bin ich flugs hingegangen, und habe mich auch bestechen
lassen.","Zauser. Nehmen Sie mirs nicht übel, gnädiger Herr, das kommt dabei heraus, wenn man fremde Spitzbuben besticht, und seine eignen darben läßt. Der Krips verkauft seine Seele für einen Gulden. Mit bitterer Wehmuth hab’ ich sehen müssen, daß Sie kein Vertrauen auf meine Talente setzten; da ist mein Ehrgeiz erwacht, denn die Ehre ist meine schwache Seite; da bin ich flugs hingegangen, und habe mich auch bestechen lassen.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Nehmen Sie mirs nicht übel, gnädiger Herr, das kommt dabei heraus, wenn man fremde Spitzbuben besticht, und seine eignen darben läßt. Der Krips verkauft seine Seele für einen Gulden. Mit bitterer Wehmuth hab’ ich sehen müssen, daß Sie kein Vertrauen auf meine Talente setzten; da ist mein Ehrgeiz erwacht, denn die Ehre ist meine schwache Seite; da bin ich flugs hingegangen, und habe mich auch bestechen lassen.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Nehmen Sie mirs nicht übel, gnädiger Herr, das kommt dabei heraus, wenn man fremde Spitzbuben besticht, und seine eignen darben läßt. Der Krips verkauft seine Seele für einen Gulden. Mit bitterer Wehmuth hab’ ich sehen müssen, daß Sie kein Vertrauen auf meine Talente setzten; da ist mein Ehrgeiz erwacht, denn die Ehre ist meine schwache Seite; da bin ich flugs hingegangen, und habe mich auch bestechen lassen.</p></sp>"
"395",395,"Blum (bei Seite).
Der Schurke hat Recht. Wenn große Herren
fremde Unterthanen verführen, so lockern sie zugleich
die Treue ihrer eignen. (laut) Für dießmal möge es
[115] Dir verziehen seyn. Geh, erzähle dem Hauptmann,
wie es Dir ergangen, und sage ihm, ich hätte nothwendig
mit ihm zu sprechen.","Blum (bei Seite). Der Schurke hat Recht. Wenn große Herren fremde Unterthanen verführen, so lockern sie zugleich die Treue ihrer eignen. (laut) Für dießmal möge es [115] Dir verziehen seyn. Geh, erzähle dem Hauptmann, wie es Dir ergangen, und sage ihm, ich hätte nothwendig mit ihm zu sprechen.","<sp who=""#blum""><speaker>Blum</speaker><stage>(bei Seite).</stage><p> Der Schurke hat Recht. Wenn große Herren fremde Unterthanen verführen, so lockern sie zugleich die Treue ihrer eignen. (laut) Für dießmal möge es <pb no=""115""/> Dir verziehen seyn. Geh, erzähle dem Hauptmann, wie es Dir ergangen, und sage ihm, ich hätte nothwendig mit ihm zu sprechen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(bei Seite).</stage><p> Der Schurke hat Recht. Wenn große Herren fremde Unterthanen verführen, so lockern sie zugleich die Treue ihrer eignen. (laut) Für dießmal möge es <pb no=""115""/> Dir verziehen seyn. Geh, erzähle dem Hauptmann, wie es Dir ergangen, und sage ihm, ich hätte nothwendig mit ihm zu sprechen.</p></sp>"
"396",396,"Zauser (bei Seite).
Vermuthlich hat er wieder ein Stückchen ausgesonnen. (ab.)","Zauser (bei Seite). Vermuthlich hat er wieder ein Stückchen ausgesonnen. (ab.)","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(bei Seite).</stage><p> Vermuthlich hat er wieder ein Stückchen ausgesonnen. (ab.)</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(bei Seite).</stage><p> Vermuthlich hat er wieder ein Stückchen ausgesonnen. (ab.)</p></sp>"
"397",397,"Blum (zieht einen offnen Brief hervor).
Nun hole ich meinen letzten Pfeil aus dem Köcher.
Wenn auch der nicht trifft, so geh ich schlafen, damit
der erschöpfte Geist neue Kräfte sammle. – He!
Krips! wo steckst Du?","Blum (zieht einen offnen Brief hervor). Nun hole ich meinen letzten Pfeil aus dem Köcher. Wenn auch der nicht trifft, so geh ich schlafen, damit der erschöpfte Geist neue Kräfte sammle. – He! Krips! wo steckst Du?","<sp who=""#blum""><speaker>Blum</speaker><stage>(zieht einen offnen Brief hervor).</stage><p> Nun hole ich meinen letzten Pfeil aus dem Köcher. Wenn auch der nicht trifft, so geh ich schlafen, damit der erschöpfte Geist neue Kräfte sammle. – He! Krips! wo steckst Du?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(zieht einen offnen Brief hervor).</stage><p> Nun hole ich meinen letzten Pfeil aus dem Köcher. Wenn auch der nicht trifft, so geh ich schlafen, damit der erschöpfte Geist neue Kräfte sammle. – He! Krips! wo steckst Du?</p></sp></div>"
"398",398,"","","","",NA
"399",399,"Siebenzehnte Scene.","Siebenzehnte Scene.","Siebenzehnte Scene.","",NA
"400",400,"Siebenzehnte Scene.","Siebenzehnte Scene.","<div type=""scene""><head>Siebenzehnte Scene.</head>","","<div type=""scene""><head>Siebenzehnte Scene.</head>"
"401",401,"Krips. Blum.","Krips. Blum.","Krips. Blum.","",NA
"402",402,"Krips. Blum.","Krips. Blum.","<stage>Krips. Blum.</stage>","","<stage>Krips. Blum.</stage>"
"403",403,"Krips.
Hinter dem Baume hab’ ich gesteckt in meiner
eignen Haut, die mir verzweifelt zu jucken anfängt.","Krips. Hinter dem Baume hab’ ich gesteckt in meiner eignen Haut, die mir verzweifelt zu jucken anfängt.","<sp who=""#krips""><speaker>Krips</speaker><p>Hinter dem Baume hab’ ich gesteckt in meiner eignen Haut, die mir verzweifelt zu jucken anfängt.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Hinter dem Baume hab’ ich gesteckt in meiner eignen Haut, die mir verzweifelt zu jucken anfängt.</p></sp>"
"404",404,"Blum.
Du sollst noch ein Meisterstück machen, meine Person
repräsentiren.","Blum. Du sollst noch ein Meisterstück machen, meine Person repräsentiren.","<sp who=""#blum""><speaker>Blum</speaker><p>Du sollst noch ein Meisterstück machen, meine Person repräsentiren.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du sollst noch ein Meisterstück machen, meine Person repräsentiren.</p></sp>"
"405",405,"Krips.
O zu viel Ehre!","Krips. O zu viel Ehre! [116] ","<sp who=""#krips""><speaker>Krips</speaker><p>O zu viel Ehre! <pb no=""116""/> </p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>O zu viel Ehre! <pb no=""116""/> </p></sp>"
"406",406,"[116] Blum.
Das weiß ich wohl, drum laß von der Ehre Dich
begeistern.","Blum. Das weiß ich wohl, drum laß von der Ehre Dich begeistern.","<sp who=""#blum""><speaker>Blum</speaker><p>Das weiß ich wohl, drum laß von der Ehre Dich begeistern.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Das weiß ich wohl, drum laß von der Ehre Dich begeistern.</p></sp>"
"407",407,"Krips.
Ja, wenn man die Ehre trinken könnte, wie eine
Flasche Wein.","Krips. Ja, wenn man die Ehre trinken könnte, wie eine Flasche Wein.","<sp who=""#krips""><speaker>Krips</speaker><p>Ja, wenn man die Ehre trinken könnte, wie eine Flasche Wein.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Ja, wenn man die Ehre trinken könnte, wie eine Flasche Wein.</p></sp>"
"408",408,"Blum.
Wir sind so ziemlich von gleicher Statur. Geh auf
mein Zimmer, hülle Dich in meinen Mantel, setze
meinen Hut mit der hohen Feder auf, drück ihn tief
in die Augen, schlage den Mantel über das Gesicht
und finde Dich dann hier ein.","Blum. Wir sind so ziemlich von gleicher Statur. Geh auf mein Zimmer, hülle Dich in meinen Mantel, setze meinen Hut mit der hohen Feder auf, drück ihn tief in die Augen, schlage den Mantel über das Gesicht und finde Dich dann hier ein.","<sp who=""#blum""><speaker>Blum</speaker><p>Wir sind so ziemlich von gleicher Statur. Geh auf mein Zimmer, hülle Dich in meinen Mantel, setze meinen Hut mit der hohen Feder auf, drück ihn tief in die Augen, schlage den Mantel über das Gesicht und finde Dich dann hier ein.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wir sind so ziemlich von gleicher Statur. Geh auf mein Zimmer, hülle Dich in meinen Mantel, setze meinen Hut mit der hohen Feder auf, drück ihn tief in die Augen, schlage den Mantel über das Gesicht und finde Dich dann hier ein.</p></sp>"
"409",409,"Krips.
Ist das meine ganze Instruktion?","Krips. Ist das meine ganze Instruktion?","<sp who=""#krips""><speaker>Krips</speaker><p>Ist das meine ganze Instruktion?</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Ist das meine ganze Instruktion?</p></sp>"
"410",410,"Blum.
Mein Wagen steht bereit. Der Hauptmann wird
kommen, Du steigst mit ihm hinein –","Blum. Mein Wagen steht bereit. Der Hauptmann wird kommen, Du steigst mit ihm hinein –","<sp who=""#blum""><speaker>Blum</speaker><p>Mein Wagen steht bereit. Der Hauptmann wird kommen, Du steigst mit ihm hinein –</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Mein Wagen steht bereit. Der Hauptmann wird kommen, Du steigst mit ihm hinein –</p></sp>"
"411",411,"Krips.
Hinein?","Krips. Hinein?","<sp who=""#krips""><speaker>Krips</speaker><p>Hinein?</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Hinein?</p></sp>"
"412",412,"Blum.
Ja ja, hinein.","Blum. Ja ja, hinein. [117] ","<sp who=""#blum""><speaker>Blum</speaker><p>Ja ja, hinein. <pb no=""117""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ja ja, hinein. <pb no=""117""/> </p></sp>"
"413",413,"[117] Krips.
Ach, gnädiger Herr! ich bin so gewohnt hinter
den Wagen zu steigen, daß ich fürchte –","Krips. Ach, gnädiger Herr! ich bin so gewohnt hinter den Wagen zu steigen, daß ich fürchte –","<sp who=""#krips""><speaker>Krips</speaker><p>Ach, gnädiger Herr! ich bin so gewohnt hinter den Wagen zu steigen, daß ich fürchte –</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Ach, gnädiger Herr! ich bin so gewohnt hinter den Wagen zu steigen, daß ich fürchte –</p></sp>"
"414",414,"Blum.
Narr! in unsern Zeiten haben viele Leute hinter
dem Wagen gestanden, die jetzt drin sitzen. Kurz, Du
steigst hinein, und zwar zuerst.","Blum. Narr! in unsern Zeiten haben viele Leute hinter dem Wagen gestanden, die jetzt drin sitzen. Kurz, Du steigst hinein, und zwar zuerst.","<sp who=""#blum""><speaker>Blum</speaker><p>Narr! in unsern Zeiten haben viele Leute hinter dem Wagen gestanden, die jetzt drin sitzen. Kurz, Du steigst hinein, und zwar zuerst.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Narr! in unsern Zeiten haben viele Leute hinter dem Wagen gestanden, die jetzt drin sitzen. Kurz, Du steigst hinein, und zwar zuerst.</p></sp>"
"415",415,"Krips.
Wenn er aber mit mir redet?","Krips. Wenn er aber mit mir redet?","<sp who=""#krips""><speaker>Krips</speaker><p>Wenn er aber mit mir redet?</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Wenn er aber mit mir redet?</p></sp>"
"416",416,"Blum.
Du antwortest nicht, oder nur durch einen Seufzer,
und drückst Dich in die Ecke.","Blum. Du antwortest nicht, oder nur durch einen Seufzer, und drückst Dich in die Ecke.","<sp who=""#blum""><speaker>Blum</speaker><p>Du antwortest nicht, oder nur durch einen Seufzer, und drückst Dich in die Ecke.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du antwortest nicht, oder nur durch einen Seufzer, und drückst Dich in die Ecke.</p></sp>"
"417",417,"Krips.
Was soll denn daraus werden?","Krips. Was soll denn daraus werden?","<sp who=""#krips""><speaker>Krips</speaker><p>Was soll denn daraus werden?</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Was soll denn daraus werden?</p></sp>"
"418",418,"Blum.
Der Postillion ist unterrichtet, Ihr fahrt über die
Gränze, dann magst Du Dich zu erkennen geben.","Blum. Der Postillion ist unterrichtet, Ihr fahrt über die Gränze, dann magst Du Dich zu erkennen geben.","<sp who=""#blum""><speaker>Blum</speaker><p>Der Postillion ist unterrichtet, Ihr fahrt über die Gränze, dann magst Du Dich zu erkennen geben.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Der Postillion ist unterrichtet, Ihr fahrt über die Gränze, dann magst Du Dich zu erkennen geben.</p></sp>"
"419",419,"Krips.
Da schlägt er mich todt.","Krips. Da schlägt er mich todt.","<sp who=""#krips""><speaker>Krips</speaker><p>Da schlägt er mich todt.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Da schlägt er mich todt.</p></sp>"
"420",420,"Blum.
Wenn das geschieht, so nehm’ ich Dich in meine
Dienste.","Blum. Wenn das geschieht, so nehm’ ich Dich in meine Dienste. [118] ","<sp who=""#blum""><speaker>Blum</speaker><p>Wenn das geschieht, so nehm’ ich Dich in meine Dienste. <pb no=""118""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wenn das geschieht, so nehm’ ich Dich in meine Dienste. <pb no=""118""/> </p></sp>"
"421",421,"[118] Krips.
Gehorsamer Diener! das ist ein halsbrechendes
Stück Arbeit.","Krips. Gehorsamer Diener! das ist ein halsbrechendes Stück Arbeit.","<sp who=""#krips""><speaker>Krips</speaker><p>Gehorsamer Diener! das ist ein halsbrechendes Stück Arbeit.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>Gehorsamer Diener! das ist ein halsbrechendes Stück Arbeit.</p></sp>"
"422",422,"Blum.
Eine Tracht Prügel ist alles, was du dabei wagst.","Blum. Eine Tracht Prügel ist alles, was du dabei wagst.","<sp who=""#blum""><speaker>Blum</speaker><p>Eine Tracht Prügel ist alles, was du dabei wagst.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Eine Tracht Prügel ist alles, was du dabei wagst.</p></sp>"
"423",423,"Krips.
So? eine reizende Aussicht.","Krips. So? eine reizende Aussicht.","<sp who=""#krips""><speaker>Krips</speaker><p>So? eine reizende Aussicht.</p></sp>","","<sp who=""#krips""><speaker>Krips</speaker><p>So? eine reizende Aussicht.</p></sp>"
"424",424,"Blum.
Du hast die Aussicht auf meinen vollen Beutel.
Für jeden Schlag einen Dukaten.","Blum. Du hast die Aussicht auf meinen vollen Beutel. Für jeden Schlag einen Dukaten.","<sp who=""#blum""><speaker>Blum</speaker><p>Du hast die Aussicht auf meinen vollen Beutel. Für jeden Schlag einen Dukaten.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du hast die Aussicht auf meinen vollen Beutel. Für jeden Schlag einen Dukaten.</p></sp>"
